idDocumentSentence1,idDocumentSentence2,cosine,sentence
5230018,5229998,0.744128,"A Secretaria Municipal de Educação do Rio de Janeiro informou que instaurou sindicância para apurar o caso."
5230027,5230007,1,"Para que essa questão da injúria racial seja considerada como racismo de fato."
5230020,5230000,1,"Começou a chegar áudios pra mim, no WhatsApp, de pessoas que estudaram com ela anos atrás e que falou que sofreu a mesma coisa com ela, racismo."
5230013,5229993,1,"A vítima, uma menina de oito anos."
5230009,5229989,0.773853,"A professora de uma escola municipal no Rio de Janeiro foi presa após atacar uma das alunas com ofensas racistas."
5230022,5230002,1,"Esse pesquisador fala sobre as mudanças necessárias para construirmos uma sociedade antirracista."
5230015,5229995,0.953514,"Chegou na sexta-feira, a professora chamou ela de preta do cabelo duro."
5230024,5230004,0.83398,"Nossa produção tentou entrar em contato com a defesa da professora Cristiane Bispo Valeriano, mas não obteve resposta."
5230011,5229991,1,"A professora Cristiane Bispo Valeriano, que dá aula na escola municipal Estados Unidos, localizada no Rio de Janeiro, foi levada pela ambulância do Corpo de Bombeiros."
5230017,5229997,0.974258,"E aí, na sexta-feira, na mesma hora que minha filha me ligou, eu vim aqui com a polícia."
5230026,5230006,0.492146,"E que a professora foi afastada de suas funções e pode ser demitida do serviço público."
5230019,5229999,0.88099,"Enquanto isso, já surgiram outros relatos semelhantes de injúria racial envolvendo a mesma professora."
5230028,5230008,0.84228,"E que as pessoas passem a ser responsabilizadas por racismo e pagar por isso, só assim o racismo pode começar a ser minimizado na sociedade."
5230021,5230001,1,"A pena para o crime de injúria racial é de reclusão de dois a cinco anos, além de multa."
5230014,5229994,0.959812,"Na quarta-feira passada, a minha filha chegou em casa falando que a professora tinha chamado ela de lixo, que ela fumava crack  e tacou uma bolinha de papel nela."
5230023,5230003,0.843399,"Essa interpretação da lei e a lei, ela precisa ser mudada para que isso seja incluso."
5230010,5229990,0.982816,"Pois é, a família chamou a polícia e luta agora por justiça para que casos como esse não voltem a acontecer."
5230016,5229996,0.96798,"E falou que ela morava debaixo da ponte ainda, né."
5230012,5229992,0.983817,"Ela passou mal ao ser presa em flagrante pelo crime de injúria racial."
5230025,5230005,1,"A mãe relata que aconteceu."
