idDocumentSentence1,idDocumentSentence2,cosine,sentence
3112384,5229942,0.596064,"A primeira prioridade é infraestrutura, a segunda é a valorização do magistério, a terceira é formação dos professores e professoras."
4361544,5229958,0.929744,"E a presença de militares no ambiente escolar não é a solução."
3111693,5229935,0.762308,"A Procuradoria Federal dos Direitos do Cidadão do Ministério Público Federal enviou ao Procurador Geral da República, Paulo Gonet, um parecer que considera inconstitucional a lei aprovada no Estado de São Paulo, que criou o programa de escolas cívico-militares."
3112402,5229951,0.91759,"A Secretaria de Educação informou que o projeto, lá de São Paulo, né, a Secretaria, o projeto foi elaborado a partir de proposições de grupos de trabalho e estudos técnicos conjuntos das Secretarias de Estado da Educação e da Segurança Pública."
3112388,5229944,0.497176,"Então, o que as pessoas querem é uma escola de maior qualidade."
4361548,5229960,0.645592,"Em que os diversos e os diferentes podem conviver inclusive a partir de perspectivas e ideias diferentes."
3111697,5229937,0.562818,"Por meio do programa Escola Cívico-Militar, a secretaria da segurança pública vai indicar policiais militares da reserva para atuar como monitores."
4361534,5229953,0.871192,"Exatamente contra o projeto que tem enfrentado críticas de especialistas em educação."
3112392,5229946,0.939097,"Quem é que são os profissionais responsáveis pela segurança?"
3112378,5229939,0.954118,"A lei sancionada no fim de maio foi considerada inconstitucional pela Procuradoria Federal dos Direitos do Cidadão."
4361538,5229955,0.584332,"Que atestem a melhora no comportamento dos alunos e a qualidade do ensino."
3112396,5229948,0.711376,"Então, se a gente quer escolas sem violência, a gente precisa construir uma sociedade em que a violência não esteja presente."
3112382,5229941,0.77145,"No ano passado fizemos uma pesquisa com o Instituto Data Folha."
4361542,5229957,0.89819,"E essa mesma pesquisa também perguntou quais são as prioridades que as pessoas teriam nas escolas."
3112400,5229950,0.65039,"Então, militarizar escola é negar a possibilidade de que essa escola seja um espaço de diálogo."
3112386,5229943,0.971704,"A questão da violência nas escolas apareceu como a quinta questão pela população."
4361546,5229959,0.518992,"E o que eles vão poder fazer plantados dentro da escola?"
3111695,5229936,0.700548,"O PSOL já havia entrado com uma ação no Supremo Tribunal Federal."
3112404,5229952,0.663949,"E que reforçou que o modelo não será imposto, cada implantação passará por consulta pública."
3112390,5229945,0.777019,"Para esta pesquisadora da UNB, a falta de segurança nas escolas reflete a falta de segurança na sociedade."
4361550,5229961,-1,"Seguindo os Princípios da Lei de Diretrizes e Bases dos Planos Nacional e Estadual de Educação."
3112376,5229938,0.627505,"Além de desenvolver atividades extracurriculares e organizar a disciplina e a segurança nas escolas da rede pública estadual de São Paulo."
4361536,5229954,-1,"Que faz parte do Ministério Público Federal."
3112394,5229947,0.789254,"São exatamente esses profissionais da área de segurança e que não estão resolvendo a questão da violência fora da escola."
3112380,5229940,0.729022,"Na decisão, o Ministério Público aponta a falta de evidências científicas ou estudos conclusivos."
4361540,5229956,0.640704,"Mostrava que setenta e três por cento da população confia mais em professores do que em militares para trabalharem nas escolas."
3112398,5229949,0.451154,"A área militar é o espaço do não questionamento, da obediência, né, sem que nada seja questionado."
