idDocumentSentence1,idDocumentSentence2,cosine,sentence
5230084,5230062,1,"Além disso, a decisão do Supremo foi interpretada por alguns parlamentares, incluindo o presidente do senado Rodrigo Pacheco, como invasão de competência legislativa."
5230077,5230055,0.793369,"Todo cenário é de muita cautela, muito respeito, até porque tem que lembrar que a cannabis ainda é uma substância proibida, não foi legalizada."
5230086,5230064,1,"Quem recebe os habeas corpus, que envolve as pessoas presas com drogas, é o Supremo Tribunal Federal."
5230079,5230057,1,"Quando a quantidade é reduzida para até vinte e cinco gramas, o número de presos cai para menos de nove mil."
5230072,5230050,1,"Segundo especialistas, uma das expectativas é diminuir injustiças contra negros e pobres nas periferias."
5230088,5230066,1,"Portanto, não existe matéria mais pertinente à atuação do Supremo do que essa."
5230081,5230059,1,"A decisão do Supremo é definitiva e deve começar a valer assim que for publicada."
5230074,5230052,0.874961,"Além disso, continua sendo proibido usar maconha em lugares públicos."
5230090,5230068,0.938558,"Como participar de cursos sobre dependência."
5230083,5230061,1,"A PEC, que já foi aprovada no senado e agora será discutida em uma comissão especial na câmara, torna crime o porte e a posse de todas as drogas em qualquer quantidade."
5230076,5230054,0.836076,"Eu acho que as pessoas não queriam se sentir criminosas."
5230092,5230070,1,"Tirando essa questão que às vezes injustamente acontecia de se for pego em uma situação de vulnerabilidade, em um local mais humilde, de fato era colocado no sistema prisional."
5230085,5230063,1,"No início da sessão de hoje do Supremo, o presidente da corte falou sobre as acusações de que o STF invadiu a competência do congresso sobre o tema."
5230078,5230056,1,"Do ponto de vista das contas públicas, hoje, o Brasil gasta quase seiscentos milhões de reais por ano para manter na cadeia cerca de dezenove mil presos condenados por portar até cem gramas de maconha."
5230071,5230049,1,"E agora, quais as repercussões dessas decisões do STF?"
5230087,5230065,1,"E, portanto, nós precisamos ter um critério que oriente a nós mesmos em que situações se deve considerar tráfico e em que situação se deve considerar uso."
5230080,5230058,1,"Você tira uma discussão que deixa só a cargo do delegado, do juiz ou do judiciário como um todo, decidir quem vai ou quem não vai para a cadeia."
5230073,5230051,0.506981,"Pela decisão do Supremo, agora, quem for enquadrado pela polícia como usuário não será fichado com antecedentes criminais, mas estará sujeito a penas administrativas e socioeducativas."
5230089,5230067,0.776257,"Além de impactar o crime organizado e diminuir o chamado encarceramento em massa no país."
5230082,5230060,1,"Mas o Congresso continua analisando uma mudança na constituição, que pode reverter a situação."
5230075,5230053,0.567367,"A gente tem uma consciência social, ninguém quer causar transtorno para vizinho, não dar trabalho para ninguém."
5230091,5230069,1,"Com gastos estimados de duzentos e sessenta e três milhões de reais."
