idDocumentSentence1,idDocumentSentence2,cosine_anno_lome,cosine_anno_lomeedt,cosine_lome_lomeedt,sentence
3112384,5229915,0.51314,0.596064,0.900607,"A primeira prioridade é infraestrutura, a segunda é a valorização do magistério, a terceira é formação dos professores e professoras."
4361544,5229931,0.879023,0.929744,0.95844,"E a presença de militares no ambiente escolar não é a solução."
3111693,5229908,0.497545,0.762308,0.419729,"A Procuradoria Federal dos Direitos do Cidadão do Ministério Público Federal enviou ao Procurador Geral da República, Paulo Gonet, um parecer que considera inconstitucional a lei aprovada no Estado de São Paulo, que criou o programa de escolas cívico-militares."
3112402,5229924,0.732818,0.91759,0.736919,"A Secretaria de Educação informou que o projeto, lá de São Paulo, né, a Secretaria, o projeto foi elaborado a partir de proposições de grupos de trabalho e estudos técnicos conjuntos das Secretarias de Estado da Educação e da Segurança Pública."
3112388,5229917,0.497176,0.497176,1,"Então, o que as pessoas querem é uma escola de maior qualidade."
4361548,5229933,0.697445,0.645592,0.927831,"Em que os diversos e os diferentes podem conviver inclusive a partir de perspectivas e ideias diferentes."
4361534,5229926,0.770406,0.871192,0.881849,"Exatamente contra o projeto que tem enfrentado críticas de especialistas em educação."
3111697,5229910,0.322166,0.562818,0.520928,"Por meio do programa Escola Cívico-Militar, a secretaria da segurança pública vai indicar policiais militares da reserva para atuar como monitores."
3112392,5229919,0.939097,0.939097,1,"Quem é que são os profissionais responsáveis pela segurança?"
3112378,5229912,0.63421,0.954118,0.627092,"A lei sancionada no fim de maio foi considerada inconstitucional pela Procuradoria Federal dos Direitos do Cidadão."
4361538,5229928,0.584332,0.584332,1,"Que atestem a melhora no comportamento dos alunos e a qualidade do ensino."
3112396,5229921,0.729592,0.711376,0.868025,"Então, se a gente quer escolas sem violência, a gente precisa construir uma sociedade em que a violência não esteja presente."
4361542,5229930,0.929319,0.89819,0.967543,"E essa mesma pesquisa também perguntou quais são as prioridades que as pessoas teriam nas escolas."
3112382,5229914,0.878547,0.77145,0.878142,"No ano passado fizemos uma pesquisa com o Instituto Data Folha."
3112400,5229923,0.65039,0.65039,1,"Então, militarizar escola é negar a possibilidade de que essa escola seja um espaço de diálogo."
3112386,5229916,0.965529,0.971704,0.994909,"A questão da violência nas escolas apareceu como a quinta questão pela população."
4361546,5229932,0.506884,0.518992,0.564921,"E o que eles vão poder fazer plantados dentro da escola?"
3111695,5229909,-1,0.700548,-1,"O PSOL já havia entrado com uma ação no Supremo Tribunal Federal."
3112404,5229925,0.600693,0.663949,0.737828,"E que reforçou que o modelo não será imposto, cada implantação passará por consulta pública."
4361550,5229934,-1,-1,-1,"Seguindo os Princípios da Lei de Diretrizes e Bases dos Planos Nacional e Estadual de Educação."
3112390,5229918,0.771869,0.777019,0.99836,"Para esta pesquisadora da UNB, a falta de segurança nas escolas reflete a falta de segurança na sociedade."
3112376,5229911,0.353172,0.627505,0.211126,"Além de desenvolver atividades extracurriculares e organizar a disciplina e a segurança nas escolas da rede pública estadual de São Paulo."
4361536,5229927,1,-1,-1,"Que faz parte do Ministério Público Federal."
3112394,5229920,0.793522,0.789254,0.875803,"São exatamente esses profissionais da área de segurança e que não estão resolvendo a questão da violência fora da escola."
3112380,5229913,0.624702,0.729022,0.882719,"Na decisão, o Ministério Público aponta a falta de evidências científicas ou estudos conclusivos."
4361540,5229929,0.636451,0.640704,0.998793,"Mostrava que setenta e três por cento da população confia mais em professores do que em militares para trabalharem nas escolas."
3112398,5229922,0.171187,0.451154,0.669041,"A área militar é o espaço do não questionamento, da obediência, né, sem que nada seja questionado."
