idDocumentSentence1,idDocumentSentence2,cosine,sentence
3195151,5230176,0.578815,"Assim, a calamidade explicitou ainda mais as graves desigualdades sociais."
3195177,5230189,0.646979,"Não tem como, tivemos que ser deslocados de lá, ir para um abrigo, não é, e as roupas da gente, sabe, a gente depende de vir uma ONG assim."
3195181,5230191,0.777172,"Muitas pessoas ainda vão precisar dessa ajuda que a gente está conseguindo alcançar."
3195155,5230178,0.457555,"Vamos ver na reportagem da TBE do Rio Grande do Sul, emissora da Rede Nacional de Comunicação Pública."
3195167,5230184,0.956024,"Entendemos, não é, que seria necessário ter um atendimento específico, não é."
3195159,5230180,0.56495,"O Satélite Prontidão fez uma parceria com outras organizações negras."
4380230,5230193,0.795769,"Já que muitos relatos de hostilidades, não é, de intolerância dentro de abrigos fez com que a gente, aí, acendesse um pouquinho, não é, esse farol para essa parte da população."
3195171,5230186,0.877077,"Ele morava no bairro Lami, na zona sul, e perdeu quase tudo com as cheias."
3195163,5230182,0.897071,"De maio até agora, mais de vinte toneladas de alimentos foram entregues, beneficiando mais de dezesseis mil pessoas."
3195175,5230188,0.660974,"Como é que a gente trabalhar com um tanto de água?"
3195149,5230175,0.697769,"Nessas regiões, se concentram grande número de pessoas pobres e negras, muitas pertencentes a quilombos urbanos e terreiros também."
3195153,5230177,0.751952,"O clube social Satélite Prontidão, uma das mais antigas sociedades de negros, está ajudando famílias severamente afetadas."
3195179,5230190,0.592734,"O Satélite Prontidão, quando abre suas portas, ele faz exatamente esse serviço, de acolhimento a toda essa parte da população que realmente se viu em um momento de necessidade, de vulnerabilidade."
4380228,5230192,0.808154,"Formando, assim, uma grande rede de solidariedade em prol dos povos de terreiros e dos quilombos urbanos."
3195157,5230179,0.482296,"O Satélite Prontidão, um dos clubes sociais negros mais antigos do Rio Grande do Sul com cento e vinte e dois anos, transformou-se em uma grande central de distribuição de donativos."
3195169,5230185,0.816329,"É o caso do Ricardo."
3195161,5230181,0.858627,"Ao todo, cento e sessenta e oito templos de matriz africana e setecentas famílias foram beneficiadas."
3195173,5230187,0.935615,"Agora, está hospedado na casa da mãe."
3195147,5230174,0.794829,"A periferia da zona norte de Porto Alegre foi uma das áreas mais afetadas pelas enchentes que a gente está mostrando já há bastante tempo."
3195165,5230183,0.758949,"Estamos aí, em um estado onde temos um número de vinte e três por cento, não é, de pessoas pretas e pardas e que muitos, não é, são adeptos das religiões de matriz africana."
