idDocumentSentence1,idDocumentSentence2,cosine,sentence
5229467,5229445,0.945275,"Deficiente visual, ele tem conversado bastante com a psicóloga e confessa que ainda está abalado com tudo que aconteceu."
5229476,5229454,0.684954,"Eles vão voltar pra uma realidade onde eles vão entrar nos lares e eles vão ter que tirar o lodo."
5229469,5229447,0.953451,"A psicóloga tem procurado alternar o atendimento aos próprios pacientes com a assistência aos desalojados."
5229456,5229434,0.936623,"Nos abrigos há uma preocupação muito grande com, não só de receber as pessoas mas como também fazer um trabalho de apoio emocional pra quem, obviamente, perdeu tudo e ainda tem uma preocupação muito grande com o que vem, com o futuro, né, com o que vem aí."
5229462,5229440,0.832504,"Não é o alimentar e dar um local pra dormir."
5229458,5229436,0.72266,"Adriano é um dos duzentos desalojados que estão neste abrigo na região metropolitana de Porto Alegre."
5229471,5229449,0.66259,"Formar, dentro da possibilidade, um ambiente em que ele traga."
5229464,5229442,0.931771,"Porto Alegre é longe tô pegando um ônibus pra te encontrar."
5229473,5229451,1,"É acolher, que é muito mais importante."
5229460,5229438,0.943913,"Eliane é voluntária no abrigo e também em uma plataforma online gratuita."
5229466,5229444,0.82075,"Por enquanto ele só quer um radinho para ouvir as músicas que mais gosta."
5229475,5229453,0.660384,"Porém, agora, o desafio é voltar para casa."
5229468,5229446,0.89942,"Fica mais difícil."
5229477,5229455,0.691286,"Eles vão perder muitos pertences, e pertences que têm um apelo emocional."
5229470,5229448,0.665292,"Para ela, mais do que fazer perguntas, o momento agora é de ouvir."
5229457,5229435,0.977654,"Eu fui conhecer um trabalho de saúde mental em um dos abrigos, vamos ver como é que foi."
5229463,5229441,0.685176,"Embora as conversas venham surtindo efeito, pensar no futuro ainda causa desconforto."
5229472,5229450,1,"A pessoa tem que eleger o que é necessário e o que é importante."
5229459,5229437,0.986167,"Eles conversam muito comigo, porque a gente não consegue, né, e até mesmo por causa da minha deficiência fica mais difícil, né?"
5229465,5229443,0.688637,"Lembra do Adriano do começo da reportagem?"
5229461,5229439,0.926072,"O acolhimento ele é com um aperto de mão, né, uma troca de olhar sincera, né?"
5229474,5229452,1,"Então a gente vê que essas pessoas são gratas."
