idDocumentSentence1,idDocumentSentence2,cosine,sentence
5230136,5230123,0.897779,"Em relação especificamente aos usuários de maconha, o ministro Ricardo Lewandowski aprovou a decisão do STF de descriminalizar o porte do entorpecente."
5230129,5230116,0.705186,"O Cria Prevenção e Cidadania vai ser implantado em municípios de três estados, mas a meta é se espalhar pelo resto do Brasil até dois mil e vinte e seis."
5230138,5230125,0.766159,"Mas a ideia é que até dois mil e vinte e seis, as cento e sessenta e três cidades prioritárias do PRONASCI, onde há maiores índices de violência, também participem da iniciativa."
5230131,5230118,0.874502,"O Cria vai capacitar professores para alertar, nas escolas, sobre o risco do uso de substâncias psicoativas como drogas e álcool."
5230140,5230127,0.662941,"E isto, com certeza, servirá para aliviar a superlotação das prisões brasileiras."
5230133,5230120,0.758581,"O desafio do governo não é apenas enfrentar a criminalidade com inteligência e força de segurança, mas também fortalecer a resiliência das comunidades vulneráveis diante do assédio do crime organizado."
5230135,5230122,0.839953,"Ele reúne dados das áreas de saúde e segurança pública para detectar novas substâncias psicoativas no país, principalmente as sintéticas."
5230128,5230115,0.961801,"Para evitar o uso de drogas entre crianças e adolescentes, o Ministério da Justiça lançou um programa com foco no ambiente escolar."
5230137,5230124,0.325359,"Essa distinção que o Supremo Tribunal Federal está fazendo entre o usuário e o traficante poderá contribuir para que aqueles que são meros usuários não sejam presos e tenham um tratamento distinto, diferenciado."
5230130,5230117,0.913733,"Prevenção é a palavra chave do programa contra uso de drogas voltado para crianças e adolescentes, lançado nesta quarta-feira pelo Ministério da Justiça."
5230139,5230126,0.629488,"Que vai funcionar integrando os órgãos como a Receita e a Polícia Federal."
5230132,5230119,0.048792,"O estado do Ceará e municípios de São Paulo e do Piauí foram os primeiros a aderir ao programa."
5230134,5230121,0.958377,"O governo também anunciou o sistema de alerta rápido sobre novas drogas."
