idDocumentSentence1,idDocumentSentence2,cosine,sentence
5229769,5229734,1,"No sul do Brasil, a enchente afetou quase noventa e cinco por cento do Rio Grande do Sul."
5229785,5229750,1,"O conceito de resiliência, ou também o conceito de adaptação, é justamente se preparar, é não esperar o evento acontecer."
5229778,5229743,1,"O Brasil perdeu mais de um milhão de hectares de Cerrado só em dois mil e vinte e três."
5229771,5229736,1,"Nos últimos cinco anos, a gente viu o aumento de frequência e intensidade de enventos climáticos importantes."
5229787,5229752,1,"Dá para fazer mudanças de gestão, mudança até de localização física, se for necessário, como foi a criação de Brasília."
5229793,5229758,1,"Na fauna, na flora, nas comunidades ribeirinhas, limitação a navegação, risco de incêndios florestais."
5229764,5229729,1,"Para frear a degradação de nossa terra, as Nações Unidas criaram o dia mundial do Meio Ambiente, que celebra hoje, cinco de junho."
5229780,5229745,1,"Isso equivale a sete vezes o tamanho da cidade de São Paulo."
5229773,5229738,1,"Seca no Pantanal."
5229789,5229754,1,"De acordo com o relatório da Defesa Civil gaúcha."
5229766,5229731,1,"Todos os anos, autoridades dos Estados e entidades das sociedades civis, reúnem-se para discutir as emergências ligadas as mudanças climáticas."
5229782,5229747,1,"Há dois anos, a fumaça das queimadas no norte do país cobriu cinco milhões de quilômetros em território brasileiro."
5229795,5229760,1,"Só que muitas dessas perdas também podem ser evitadas."
5229775,5229740,1,"O relatório anual  de desmatamento publicado pela rede  ""Mapa e biomas"" revela que o Cerrado já é o  bioma mais devastado no Brasil."
5229791,5229756,1,"Por exemplo, no próprio sul nos últimos anos que também fizeram perder vidas."
5229797,5229762,1,"E o foco é o problema da desertificação, a restauração de terras e a resiliência à seca."
5229768,5229733,1,"Mas os efeitos das mudanças climáticas estão em toda a parte."
5229784,5229749,1,"Chuvas fortes vão acontecer de novo; famílias vão perder suas casas e muitos vão se mobilizar em solidariedade."
5229777,5229742,1,"Maranhão foi o estado onde mais se desmatou no ano passado."
5229770,5229735,1,"Ao todo,  quatrocentos e setenta e seis municípios foram atingidos."
5229786,5229751,1,"Além da resiliência e da prevenção a catástrofes, enfrentar as mudanças climáticas envolve observar o Código Florestal Brasileiro."
5229763,5229728,1,"Cheias, secas, tragédias climáticas que se espalham pelo mundo."
5229779,5229744,1,"O Brasil perdeu mais de um milhão de hectares de Cerrado só em dois mil e vinte e três."
5229772,5229737,1,"O último deles, infelizmente, a catástrofe que a gente viu no Rio Grande do Sul."
5229788,5229753,1,"A gente tem coisas para se adaptar e pode fazer coisas interessantes e se valer do grande território que a gente tem."
5229765,5229730,1,"Lideranças mundiais em diferentes campos estão reunidas nessa semana toda para encontrar soluções para a restauração do planeta."
5229781,5229746,1,"A  devastação da Amazônia não deixa de ser preocupante."
5229794,5229759,-1,"Atingindo São Paulo, Paraná e até a Bolívia."
5229774,5229739,1,"Os impactos são locais, regionais e internacionais."
5229790,5229755,1,"Mas, além disso, a gente tem visto frequência de intensidade de eventos."
5229796,5229761,1,"Uma das leias de proteção mais avançadas no mundo para preservar e, também, obras de adaptação à nova realidade."
5229767,5229732,1,"Em dois mil e vinte e quatro, a reunião acontece na Arábia Saudita."
5229783,5229748,1,"As mudanças climáticas são reais e elas demandam políticas de resiliência para as cidades e regiões que podem ser mais afetadas."
5229792,5229757,1,"O período de estiagem começou no mês passado e o alerta do serviço geológico é de seca severa nos próximos meses na bacia do rio Paraguai."
5229776,5229741,1,"É no Cerrado que ocorre sessenta e um por cento do desmatamento total."
