idDocumentSentence1,idDocumentSentence2,cosine,sentence
5230176,5230156,0.818176,"Assim, a calamidade explicitou ainda mais as graves desigualdades sociais."
5230189,5230169,0.520456,"Não tem como, tivemos que ser deslocados de lá, ir para um abrigo, não é, e as roupas da gente, sabe, a gente depende de vir uma ONG assim."
5230191,5230171,0.752674,"Muitas pessoas ainda vão precisar dessa ajuda que a gente está conseguindo alcançar."
5230178,5230158,0.414469,"Vamos ver na reportagem da TBE do Rio Grande do Sul, emissora da Rede Nacional de Comunicação Pública."
5230184,5230164,0.54407,"Entendemos, não é, que seria necessário ter um atendimento específico, não é."
5230180,5230160,0.557001,"O Satélite Prontidão fez uma parceria com outras organizações negras."
5230193,5230173,0.783245,"Já que muitos relatos de hostilidades, não é, de intolerância dentro de abrigos fez com que a gente, aí, acendesse um pouquinho, não é, esse farol para essa parte da população."
5230186,5230166,0.931717,"Ele morava no bairro Lami, na zona sul, e perdeu quase tudo com as cheias."
5230182,5230162,0.878745,"De maio até agora, mais de vinte toneladas de alimentos foram entregues, beneficiando mais de dezesseis mil pessoas."
5230188,5230168,0.814986,"Como é que a gente trabalhar com um tanto de água?"
5230175,5230155,0.363768,"Nessas regiões, se concentram grande número de pessoas pobres e negras, muitas pertencentes a quilombos urbanos e terreiros também."
5230177,5230157,0.588056,"O clube social Satélite Prontidão, uma das mais antigas sociedades de negros, está ajudando famílias severamente afetadas."
5230190,5230170,0.824455,"O Satélite Prontidão, quando abre suas portas, ele faz exatamente esse serviço, de acolhimento a toda essa parte da população que realmente se viu em um momento de necessidade, de vulnerabilidade."
5230192,5230172,-1,"Formando, assim, uma grande rede de solidariedade em prol dos povos de terreiros e dos quilombos urbanos."
5230179,5230159,-1,"O Satélite Prontidão, um dos clubes sociais negros mais antigos do Rio Grande do Sul com cento e vinte e dois anos, transformou-se em uma grande central de distribuição de donativos."
5230185,5230165,1,"É o caso do Ricardo."
5230181,5230161,0.860286,"Ao todo, cento e sessenta e oito templos de matriz africana e setecentas famílias foram beneficiadas."
5230187,5230167,0.958664,"Agora, está hospedado na casa da mãe."
5230174,5230154,-1,"A periferia da zona norte de Porto Alegre foi uma das áreas mais afetadas pelas enchentes que a gente está mostrando já há bastante tempo."
5230183,5230163,0.765128,"Estamos aí, em um estado onde temos um número de vinte e três por cento, não é, de pessoas pretas e pardas e que muitos, não é, são adeptos das religiões de matriz africana."
